Place_ID X Date,target
0Q2LTOG X 2020-04-02,75.06
0Q2LTOG X 2020-04-03,56.27
0Q2LTOG X 2020-04-04,31.42
15WCXN1 X 2020-01-02,210.53
15WCXN1 X 2020-01-03,208.28
15WCXN1 X 2020-01-04,199.51
15WCXN1 X 2020-01-05,177.23
15WCXN1 X 2020-01-06,125.99
15WCXN1 X 2020-01-07,61.64
15WCXN1 X 2020-01-08,150.73
15WCXN1 X 2020-01-09,178.96
15WCXN1 X 2020-01-10,207.81
15WCXN1 X 2020-01-11,174.84
15WCXN1 X 2020-01-12,175.1
15WCXN1 X 2020-01-13,143.1
15WCXN1 X 2020-01-14,141.51
15WCXN1 X 2020-01-15,194.0
15WCXN1 X 2020-01-16,176.31
15WCXN1 X 2020-01-17,164.54
15WCXN1 X 2020-01-18,180.08
15WCXN1 X 2020-01-19,59.06
15WCXN1 X 2020-01-20,83.85
15WCXN1 X 2020-01-21,172.45
15WCXN1 X 2020-01-22,176.71
15WCXN1 X 2020-01-23,133.68
15WCXN1 X 2020-01-24,133.6
15WCXN1 X 2020-01-25,142.37
15WCXN1 X 2020-01-26,162.23
15WCXN1 X 2020-01-27,125.73
15WCXN1 X 2020-01-28,167.91
15WCXN1 X 2020-01-29,143.19
15WCXN1 X 2020-01-30,125.18
15WCXN1 X 2020-01-31,160.84
15WCXN1 X 2020-02-01,143.57
15WCXN1 X 2020-02-02,110.5
15WCXN1 X 2020-02-03,124.05
15WCXN1 X 2020-02-04,84.02
15WCXN1 X 2020-02-05,110.64
15WCXN1 X 2020-02-06,141.09
15WCXN1 X 2020-02-07,165.74
15WCXN1 X 2020-02-08,122.84
15WCXN1 X 2020-02-09,114.17
15WCXN1 X 2020-02-10,150.2
15WCXN1 X 2020-02-11,166.6
15WCXN1 X 2020-02-12,108.46
15WCXN1 X 2020-02-13,113.22
15WCXN1 X 2020-02-14,105.12
15WCXN1 X 2020-02-15,125.02
15WCXN1 X 2020-02-16,91.85
15WCXN1 X 2020-02-17,153.12
15WCXN1 X 2020-02-18,150.61
15WCXN1 X 2020-02-19,121.99
15WCXN1 X 2020-02-20,97.78
15WCXN1 X 2020-02-21,111.0
15WCXN1 X 2020-02-22,111.71
15WCXN1 X 2020-02-23,150.38
15WCXN1 X 2020-02-24,86.9
15WCXN1 X 2020-02-25,79.69
15WCXN1 X 2020-02-26,54.66
15WCXN1 X 2020-02-27,122.85
15WCXN1 X 2020-02-28,100.38
15WCXN1 X 2020-02-29,94.13
15WCXN1 X 2020-03-01,95.57
15WCXN1 X 2020-03-02,130.01
15WCXN1 X 2020-03-03,116.05
15WCXN1 X 2020-03-04,124.78
15WCXN1 X 2020-03-05,112.42
15WCXN1 X 2020-03-06,76.13
15WCXN1 X 2020-03-07,75.96
15WCXN1 X 2020-03-08,92.1
15WCXN1 X 2020-03-09,112.24
15WCXN1 X 2020-03-10,99.47
15WCXN1 X 2020-03-11,97.28
15WCXN1 X 2020-03-12,61.3
15WCXN1 X 2020-03-13,89.39
15WCXN1 X 2020-03-14,113.04
15WCXN1 X 2020-03-15,44.06
15WCXN1 X 2020-03-16,104.2
15WCXN1 X 2020-03-17,71.42
15WCXN1 X 2020-03-18,109.44
15WCXN1 X 2020-03-19,34.67
15WCXN1 X 2020-03-20,108.98
15WCXN1 X 2020-03-21,104.79
15WCXN1 X 2020-03-22,97.8
15WCXN1 X 2020-03-23,51.78
15WCXN1 X 2020-03-24,110.29
15WCXN1 X 2020-03-25,93.75
15WCXN1 X 2020-03-26,53.09
15WCXN1 X 2020-03-27,60.49
15WCXN1 X 2020-03-28,81.14
15WCXN1 X 2020-03-29,106.83
15WCXN1 X 2020-03-30,112.42
15WCXN1 X 2020-03-31,141.19
15WCXN1 X 2020-04-01,73.84
15WCXN1 X 2020-04-02,104.48
15WCXN1 X 2020-04-03,51.61
15WCXN1 X 2020-04-04,75.81
19090SM X 2020-01-02,81.844
19090SM X 2020-01-03,117.41
19090SM X 2020-01-04,177.11
19090SM X 2020-01-05,177.96
19090SM X 2020-01-06,100.704
19090SM X 2020-01-07,102.964
19090SM X 2020-01-08,77.22
19090SM X 2020-01-09,149.47
19090SM X 2020-01-10,139.14
19090SM X 2020-01-11,80.0
19090SM X 2020-01-12,61.58
19090SM X 2020-01-13,93.43599999999998
19090SM X 2020-01-14,131.53
19090SM X 2020-01-15,47.04
19090SM X 2020-01-16,116.75
19090SM X 2020-01-17,90.8
19090SM X 2020-01-18,116.02
19090SM X 2020-01-19,59.82
19090SM X 2020-01-20,190.55
19090SM X 2020-01-21,79.72
19090SM X 2020-01-22,63.494
19090SM X 2020-01-23,157.36
19090SM X 2020-02-18,101.03
19090SM X 2020-02-19,53.4
19090SM X 2020-02-20,86.62
19090SM X 2020-02-21,111.88
19090SM X 2020-02-22,75.2
19090SM X 2020-02-23,77.61
19090SM X 2020-02-24,63.14
19090SM X 2020-02-25,34.29
19090SM X 2020-02-26,100.93
19090SM X 2020-02-27,131.41
19090SM X 2020-02-28,87.47200000000001
19090SM X 2020-02-29,119.33
19090SM X 2020-03-01,56.01
19090SM X 2020-03-02,61.05
19090SM X 2020-03-03,92.31
19090SM X 2020-03-04,70.49
19090SM X 2020-03-05,65.881
19090SM X 2020-03-06,90.79
19090SM X 2020-03-07,62.39
19090SM X 2020-03-08,112.8
19090SM X 2020-03-09,80.31
19090SM X 2020-03-10,110.02
19090SM X 2020-03-11,108.39
19090SM X 2020-03-12,56.96
19090SM X 2020-03-13,34.94
19090SM X 2020-03-14,32.01
19090SM X 2020-03-15,92.39399999999999
19090SM X 2020-03-16,108.096
19090SM X 2020-03-17,86.43
19090SM X 2020-03-18,41.8
19090SM X 2020-03-19,60.48
19090SM X 2020-03-20,70.783
19090SM X 2020-03-21,60.72
19090SM X 2020-03-22,67.0
19090SM X 2020-03-23,41.47
19090SM X 2020-03-24,89.44
19090SM X 2020-03-25,52.26
19090SM X 2020-03-26,66.05
19090SM X 2020-03-27,51.75
19090SM X 2020-03-28,53.09
19090SM X 2020-03-29,49.16
19090SM X 2020-03-30,58.1
19090SM X 2020-03-31,53.11
19090SM X 2020-04-01,72.63
19090SM X 2020-04-02,38.14
19090SM X 2020-04-03,52.18
19090SM X 2020-04-04,64.273
1BD5TVT X 2020-01-02,98.13
1BD5TVT X 2020-01-03,74.42
1BD5TVT X 2020-01-04,76.07
1BD5TVT X 2020-01-05,77.31
1BD5TVT X 2020-01-06,80.39
1BD5TVT X 2020-01-07,74.57
1BD5TVT X 2020-01-08,94.19
1BD5TVT X 2020-01-09,88.16
1BD5TVT X 2020-01-10,92.51
1BD5TVT X 2020-01-11,83.99
1BD5TVT X 2020-01-12,50.61
1BD5TVT X 2020-01-13,83.9
1BD5TVT X 2020-01-14,148.03
1BD5TVT X 2020-01-15,79.24
1BD5TVT X 2020-01-16,87.2
1BD5TVT X 2020-01-17,77.37
1BD5TVT X 2020-01-18,71.1
1BD5TVT X 2020-01-19,77.2
1BD5TVT X 2020-01-20,83.37
1BD5TVT X 2020-01-21,148.16
1BD5TVT X 2020-01-22,87.91
1BD5TVT X 2020-01-23,72.19
1BD5TVT X 2020-01-24,73.56
1BD5TVT X 2020-01-25,77.11
1BD5TVT X 2020-01-26,74.99
1BD5TVT X 2020-01-27,94.23
1BD5TVT X 2020-01-28,67.99
1BD5TVT X 2020-01-29,61.19
1BD5TVT X 2020-01-30,105.22
1BD5TVT X 2020-01-31,95.31
1BD5TVT X 2020-02-01,93.45
1BD5TVT X 2020-02-02,103.68
1BD5TVT X 2020-02-03,80.93
1BD5TVT X 2020-02-04,52.51
1BD5TVT X 2020-02-05,62.95
1BD5TVT X 2020-02-06,111.45
1BD5TVT X 2020-02-07,90.54
1BD5TVT X 2020-02-08,72.15
1BD5TVT X 2020-02-09,49.9
1BD5TVT X 2020-02-10,77.59
1BD5TVT X 2020-02-11,121.63
1BD5TVT X 2020-02-12,75.99
1BD5TVT X 2020-02-13,109.1
1BD5TVT X 2020-02-14,92.94
1BD5TVT X 2020-02-15,110.9
1BD5TVT X 2020-02-16,54.03
1BD5TVT X 2020-02-17,119.18
1BD5TVT X 2020-02-18,140.48
1BD5TVT X 2020-02-19,131.57
1BD5TVT X 2020-02-20,80.73
1BD5TVT X 2020-02-21,75.36
1BD5TVT X 2020-02-22,91.37
1BD5TVT X 2020-02-23,93.12
1BD5TVT X 2020-02-24,82.82
1BD5TVT X 2020-02-25,83.16
1BD5TVT X 2020-02-26,88.84
1BD5TVT X 2020-02-27,82.59
1BD5TVT X 2020-02-28,80.15
1BD5TVT X 2020-02-29,68.06
1BD5TVT X 2020-03-01,54.33
1BD5TVT X 2020-03-02,66.12
1BD5TVT X 2020-03-03,59.95
1BD5TVT X 2020-03-04,57.61
1BD5TVT X 2020-03-05,81.13
1BD5TVT X 2020-03-06,123.92
1BD5TVT X 2020-03-07,133.35
1BD5TVT X 2020-03-08,97.11
1BD5TVT X 2020-03-09,107.88
1BD5TVT X 2020-03-10,68.96
1BD5TVT X 2020-03-11,68.42
1BD5TVT X 2020-03-12,75.83
1BD5TVT X 2020-03-13,94.36
1BD5TVT X 2020-03-14,56.87
1BD5TVT X 2020-03-15,85.34
1BD5TVT X 2020-03-16,83.78
1BD5TVT X 2020-03-17,67.91
1BD5TVT X 2020-03-18,54.67
1BD5TVT X 2020-03-19,50.72
1BD5TVT X 2020-03-20,108.17
1BD5TVT X 2020-03-21,97.36
1BD5TVT X 2020-03-22,83.31
1BD5TVT X 2020-03-23,66.68
1BD5TVT X 2020-03-24,77.2
1BD5TVT X 2020-03-25,63.98
1BD5TVT X 2020-03-26,79.75
1BD5TVT X 2020-03-27,79.89
1BD5TVT X 2020-03-28,68.6
1BD5TVT X 2020-03-29,53.28
1BD5TVT X 2020-03-30,61.07
1BD5TVT X 2020-03-31,56.76
1BD5TVT X 2020-04-01,69.6
1BD5TVT X 2020-04-02,64.36
1BD5TVT X 2020-04-03,56.37
1BD5TVT X 2020-04-04,55.58
1JJE0UY X 2020-01-02,28.33
1JJE0UY X 2020-01-03,46.19
1JJE0UY X 2020-01-04,32.14
1JJE0UY X 2020-01-05,28.87
1JJE0UY X 2020-01-06,47.74
1JJE0UY X 2020-01-07,28.28
1JJE0UY X 2020-01-08,32.67
1JJE0UY X 2020-01-09,25.215
1JJE0UY X 2020-01-10,49.04
1JJE0UY X 2020-01-11,21.337
1JJE0UY X 2020-01-12,20.76
1JJE0UY X 2020-01-13,23.85
1JJE0UY X 2020-01-14,24.79
1JJE0UY X 2020-01-15,29.34
1JJE0UY X 2020-01-16,38.63
1JJE0UY X 2020-01-17,30.54
1JJE0UY X 2020-01-18,34.82
1JJE0UY X 2020-01-19,60.94
1JJE0UY X 2020-01-20,70.04
1JJE0UY X 2020-01-21,73.78
1JJE0UY X 2020-01-22,55.36
1JJE0UY X 2020-01-23,54.34
1JJE0UY X 2020-01-24,49.76
1JJE0UY X 2020-01-25,43.511
1JJE0UY X 2020-01-26,37.77
1JJE0UY X 2020-01-27,32.87
1JJE0UY X 2020-01-28,24.42
1JJE0UY X 2020-01-29,27.67
1JJE0UY X 2020-01-30,17.473
1JJE0UY X 2020-01-31,24.12
1JJE0UY X 2020-02-01,27.4
1JJE0UY X 2020-02-02,33.1
1JJE0UY X 2020-02-03,27.42
1JJE0UY X 2020-02-04,33.18
1JJE0UY X 2020-02-05,59.05
1JJE0UY X 2020-02-06,64.67
1JJE0UY X 2020-02-07,68.48
1JJE0UY X 2020-02-08,29.34
1JJE0UY X 2020-02-09,24.07
1JJE0UY X 2020-02-10,40.29
1JJE0UY X 2020-02-11,22.78
1JJE0UY X 2020-02-12,26.99
1JJE0UY X 2020-02-13,22.9
1JJE0UY X 2020-02-14,41.69
1JJE0UY X 2020-02-15,29.66
1JJE0UY X 2020-02-16,24.33
1JJE0UY X 2020-02-17,25.0
1JJE0UY X 2020-02-18,24.26
1JJE0UY X 2020-02-19,26.88
1JJE0UY X 2020-02-20,22.3
1JJE0UY X 2020-02-21,24.71
1JJE0UY X 2020-02-22,19.348
1JJE0UY X 2020-02-23,21.08
1JJE0UY X 2020-02-24,30.21
1JJE0UY X 2020-02-25,18.4
1JJE0UY X 2020-02-26,23.93
1JJE0UY X 2020-02-27,30.99
1JJE0UY X 2020-02-28,25.77
1JJE0UY X 2020-02-29,22.12
1JJE0UY X 2020-03-01,22.55
1JJE0UY X 2020-03-02,28.45
1JJE0UY X 2020-03-03,32.88
1JJE0UY X 2020-03-04,31.26
1JJE0UY X 2020-03-05,39.04
1JJE0UY X 2020-03-06,57.94
1JJE0UY X 2020-03-07,31.49
1JJE0UY X 2020-03-08,19.62
1JJE0UY X 2020-03-09,28.25
1JJE0UY X 2020-03-10,21.2
1JJE0UY X 2020-03-11,28.23
1JJE0UY X 2020-03-12,22.63
1JJE0UY X 2020-03-13,28.31
1JJE0UY X 2020-03-14,41.16
1JJE0UY X 2020-03-15,32.77
1JJE0UY X 2020-03-16,34.94
1JJE0UY X 2020-03-17,20.137999999999998
1JJE0UY X 2020-03-18,23.82
1JJE0UY X 2020-03-19,42.4
1JJE0UY X 2020-03-20,37.972
1JJE0UY X 2020-03-21,40.55
1JJE0UY X 2020-03-22,35.26
1JJE0UY X 2020-03-23,48.95
1JJE0UY X 2020-03-24,72.34
1JJE0UY X 2020-03-25,64.8
1JJE0UY X 2020-03-26,64.91
1JJE0UY X 2020-03-27,73.31
1JJE0UY X 2020-03-28,25.57
1JJE0UY X 2020-03-29,25.49
1JJE0UY X 2020-03-30,27.17
1JJE0UY X 2020-03-31,29.99
1JJE0UY X 2020-04-01,35.42
1JJE0UY X 2020-04-02,27.69
1JJE0UY X 2020-04-03,28.67
1JJE0UY X 2020-04-04,39.31
1PILPB3 X 2020-01-02,59.06
1PILPB3 X 2020-01-03,64.91
1PILPB3 X 2020-01-04,44.71
1PILPB3 X 2020-01-05,61.47
1PILPB3 X 2020-01-06,70.22
1PILPB3 X 2020-01-07,34.66
1PILPB3 X 2020-01-08,44.85
1PILPB3 X 2020-01-09,89.61
1PILPB3 X 2020-01-10,42.42
1PILPB3 X 2020-01-11,62.3
1PILPB3 X 2020-01-12,65.28
1PILPB3 X 2020-01-13,53.95
1PILPB3 X 2020-01-14,57.61
1PILPB3 X 2020-01-15,46.63
1PILPB3 X 2020-01-16,51.01
1PILPB3 X 2020-01-17,80.39
1PILPB3 X 2020-01-18,74.94
1PILPB3 X 2020-01-19,59.14
1PILPB3 X 2020-01-20,70.3
1PILPB3 X 2020-01-21,70.98
1PILPB3 X 2020-01-22,70.98
1PILPB3 X 2020-01-23,81.03
1PILPB3 X 2020-01-24,49.25
1PILPB3 X 2020-01-25,66.92
1PILPB3 X 2020-01-26,63.42
1PILPB3 X 2020-01-27,59.353
1PILPB3 X 2020-01-28,37.01
1PILPB3 X 2020-01-29,38.0
1PILPB3 X 2020-01-30,40.66
1PILPB3 X 2020-01-31,42.07
1PILPB3 X 2020-02-01,41.18
1PILPB3 X 2020-02-02,98.62
1PILPB3 X 2020-02-03,74.38
1PILPB3 X 2020-02-04,88.18
1PILPB3 X 2020-02-05,47.74
1PILPB3 X 2020-02-06,79.45
1PILPB3 X 2020-02-07,47.57
1PILPB3 X 2020-02-08,38.22
1PILPB3 X 2020-02-09,53.05
1PILPB3 X 2020-02-10,45.43
1PILPB3 X 2020-02-11,81.99
1PILPB3 X 2020-02-12,43.81
1PILPB3 X 2020-02-13,87.32
1PILPB3 X 2020-02-14,117.56
1PILPB3 X 2020-02-15,69.48
1PILPB3 X 2020-02-16,61.82
1PILPB3 X 2020-02-17,133.18
1PILPB3 X 2020-02-18,57.43
1PILPB3 X 2020-02-19,52.13
1PILPB3 X 2020-02-20,55.498000000000005
1PILPB3 X 2020-02-21,65.62
1PILPB3 X 2020-02-22,42.46
1PILPB3 X 2020-02-23,40.19
1PILPB3 X 2020-02-24,57.99
1PILPB3 X 2020-02-25,77.01
1PILPB3 X 2020-02-26,65.04
1PILPB3 X 2020-02-27,55.73
1PILPB3 X 2020-02-28,48.05
1PILPB3 X 2020-02-29,77.66
1PILPB3 X 2020-03-01,71.07
1PILPB3 X 2020-03-02,83.16
1PILPB3 X 2020-03-03,66.42
1PILPB3 X 2020-03-04,48.43
1PILPB3 X 2020-03-05,60.97
1PILPB3 X 2020-03-06,68.65
1PILPB3 X 2020-03-07,78.8
1PILPB3 X 2020-03-08,47.62
1PILPB3 X 2020-03-09,56.99
1PILPB3 X 2020-03-10,48.26
1PILPB3 X 2020-03-11,40.52
1PILPB3 X 2020-03-12,66.02
1PILPB3 X 2020-03-13,69.62
1PILPB3 X 2020-03-14,52.9
1PILPB3 X 2020-03-15,42.84
1PILPB3 X 2020-03-16,38.1
1PILPB3 X 2020-03-17,75.85
1PILPB3 X 2020-03-18,99.6
1PILPB3 X 2020-03-19,53.82
1PILPB3 X 2020-03-20,38.13
1PILPB3 X 2020-03-21,119.75
1PILPB3 X 2020-03-22,70.19
1PILPB3 X 2020-03-23,71.0
1PILPB3 X 2020-03-24,70.34
1PILPB3 X 2020-03-25,73.06
1PILPB3 X 2020-03-26,51.78
1PILPB3 X 2020-03-27,46.88
1PILPB3 X 2020-03-28,45.69
1PILPB3 X 2020-03-29,45.21
1PILPB3 X 2020-03-30,53.19
1PILPB3 X 2020-03-31,49.43
1PILPB3 X 2020-04-01,58.84
1PILPB3 X 2020-04-02,59.59
1PILPB3 X 2020-04-03,59.67
1PILPB3 X 2020-04-04,87.07
1WV2OIN X 2020-01-02,75.38
1WV2OIN X 2020-01-03,83.05
1WV2OIN X 2020-01-04,93.55
1WV2OIN X 2020-01-05,90.17
1WV2OIN X 2020-01-06,66.5
1WV2OIN X 2020-01-07,62.65
1WV2OIN X 2020-01-08,109.7
1WV2OIN X 2020-01-09,96.08
1WV2OIN X 2020-01-10,97.97
1WV2OIN X 2020-01-11,73.76
1WV2OIN X 2020-01-12,82.93
1WV2OIN X 2020-01-13,107.96
1WV2OIN X 2020-01-14,103.41
1WV2OIN X 2020-01-15,69.96
1WV2OIN X 2020-01-16,112.04
1WV2OIN X 2020-01-17,100.4
1WV2OIN X 2020-01-18,70.19
1WV2OIN X 2020-01-19,81.8
1WV2OIN X 2020-01-20,98.31
1WV2OIN X 2020-01-21,77.06
1WV2OIN X 2020-01-22,83.68
1WV2OIN X 2020-01-23,76.91
1WV2OIN X 2020-01-24,79.18
1WV2OIN X 2020-01-25,84.89
1WV2OIN X 2020-01-26,79.93
1WV2OIN X 2020-01-27,104.82
1WV2OIN X 2020-01-28,96.41
1WV2OIN X 2020-01-29,121.36
1WV2OIN X 2020-01-30,95.69
1WV2OIN X 2020-01-31,108.22
1WV2OIN X 2020-02-01,89.1
1WV2OIN X 2020-02-02,80.95
1WV2OIN X 2020-02-03,88.0
1WV2OIN X 2020-02-04,88.33
1WV2OIN X 2020-02-05,84.21
1WV2OIN X 2020-02-06,93.06
1WV2OIN X 2020-02-07,92.99
1WV2OIN X 2020-02-08,81.7
1WV2OIN X 2020-02-09,84.23
1WV2OIN X 2020-02-10,86.03
1WV2OIN X 2020-02-11,94.08
1WV2OIN X 2020-02-12,76.85
1WV2OIN X 2020-02-13,91.46
1WV2OIN X 2020-02-14,136.11
1WV2OIN X 2020-02-15,101.13
1WV2OIN X 2020-02-16,106.13
1WV2OIN X 2020-02-17,93.05
1WV2OIN X 2020-02-18,93.36
1WV2OIN X 2020-02-19,87.78
1WV2OIN X 2020-02-20,92.95
1WV2OIN X 2020-02-21,93.28
1WV2OIN X 2020-02-22,98.03
1WV2OIN X 2020-02-23,92.72
1WV2OIN X 2020-02-24,95.08
1WV2OIN X 2020-02-25,104.83
1WV2OIN X 2020-02-26,78.81
1WV2OIN X 2020-02-27,88.8
1WV2OIN X 2020-02-28,89.66
1WV2OIN X 2020-02-29,99.4
1WV2OIN X 2020-03-01,88.91
1WV2OIN X 2020-03-02,83.09
1WV2OIN X 2020-03-03,99.01
1WV2OIN X 2020-03-04,86.83
1WV2OIN X 2020-03-05,73.38
1WV2OIN X 2020-03-06,68.84
1WV2OIN X 2020-03-07,80.17
1WV2OIN X 2020-03-08,63.02
1WV2OIN X 2020-03-09,85.79
